"Month","Tmin","Tmax","CP"
10,5,13,0.775756438461004
10,5,14,0.748803887323484
10,5,15,0.716709405475416
10,5,16,0.699274502812648
10,5,17,0.645883505590017
10,5,18,0.536731876874988
10,5,19,0.443792377722643
10,5,20,0.393778327213976
10,5,21,0.423618013458002
10,5,22,0.0323070453481132
10,5,23,0
10,5,24,0
10,5,25,0
10,5,26,0
10,5,27,0
10,5,28,0
10,5,29,0
10,5,30,0
10,6,6,0.819668716493917
10,6,7,0.828895337607625
10,6,8,0.835218720914006
10,6,9,0.835803849257787
10,6,10,0.837852468033327
10,6,11,0.805554540277784
10,6,12,0.80558368532337
10,6,13,0.772247761699254
10,6,14,0.744244222129348
10,6,15,0.704545302057646
10,6,16,0.646740439158264
10,6,17,0.615908942927639
10,6,18,0.482974241661138
10,6,19,0.473517819342764
10,6,20,0.481407861605301
10,6,21,0.226629084645789
10,6,22,0
10,6,23,0
10,6,24,0
10,6,25,0
10,6,26,0
10,6,27,0
10,6,28,0
10,6,29,0
10,6,30,0
10,7,7,0.835310111534453
10,7,8,0.842853404958307
10,7,9,0.844284658464404
10,7,10,0.81267499850635
10,7,11,0.810185703309677
10,7,12,0.778478806434832
10,7,13,0.746714590887924
10,7,14,0.745797227148728
10,7,15,0.650883743073157
10,7,16,0.650410666011634
10,7,17,0.520635947511937
10,7,18,0.486420663077116
10,7,19,0.483390560122281
10,7,20,0.422563041145877
10,7,21,0
10,7,22,0
10,7,23,0
10,7,24,0
10,7,25,0
10,7,26,0
10,7,27,0
10,7,28,0
10,7,29,0
10,7,30,0
10,8,8,0.81992816629877
10,8,9,0.815723337199116
10,8,10,0.814338796032239
10,8,11,0.782815631662546
10,8,12,0.779700333691056
10,8,13,0.749196400976008
10,8,14,0.6819771390299
10,8,15,0.652570108629917
10,8,16,0.554155885396837
10,8,17,0.488388178678456
10,8,18,0.488257356271712
10,8,19,0.454241784780838
10,8,20,0.0646367720934457
10,8,21,0
10,8,22,0
10,8,23,0
10,8,24,0
10,8,25,0
10,8,26,0
10,8,27,0
10,8,28,0
10,8,29,0
10,8,30,0
10,9,9,0.809226166429025
10,9,10,0.782387508435411
10,9,11,0.780308843349354
10,9,12,0.748998648774703
10,9,13,0.715069778985601
10,9,14,0.651781534586927
10,9,15,0.584086562966376
10,9,16,0.488719681610925
10,9,17,0.488424116640268
10,9,18,0.487122616508087
10,9,19,0.0969791297318703
10,9,20,0
10,9,21,0
10,9,22,0
10,9,23,0
10,9,24,0
10,9,25,0
10,9,26,0
10,9,27,0
10,9,28,0
10,9,29,0
10,9,30,0
10,10,10,0.752033161764818
10,10,11,0.747027314046879
10,10,12,0.714515499207784
10,10,13,0.650351330873034
10,10,14,0.583513090349601
10,10,15,0.487895146204051
10,10,16,0.4885288952429
10,10,17,0.453569365258653
10,10,18,0.0645290772006707
10,10,19,0
10,10,20,0
10,10,21,0
10,10,22,0
10,10,23,0
10,10,24,0
10,10,25,0
10,10,26,0
10,10,27,0
10,10,28,0
10,10,29,0
10,10,30,0
10,11,11,0.711187019728037
10,11,12,0.648297444868808
10,11,13,0.583651457695002
10,11,14,0.487007262693019
10,11,15,0.485153135320852
10,11,16,0.323737977647304
10,11,17,0
10,11,18,0
10,11,19,0
10,11,20,0
10,11,21,0
10,11,22,0
10,11,23,0
10,11,24,0
10,11,25,0
10,11,26,0
10,11,27,0
10,11,28,0
10,11,29,0
10,11,30,0
10,12,12,0.612941077111261
10,12,13,0.485395210286728
10,12,14,0.388064062299487
10,12,15,0.0968838229853416
10,12,16,0
10,12,17,0
10,12,18,0
10,12,19,0
10,12,20,0
10,12,21,0
10,12,22,0
10,12,23,0
10,12,24,0
10,12,25,0
10,12,26,0
10,12,27,0
10,12,28,0
10,12,29,0
10,12,30,0
10,13,13,0
10,13,14,0
10,13,15,0
10,13,16,0
10,13,17,0
10,13,18,0
10,13,19,0
10,13,20,0
10,13,21,0
10,13,22,0
10,13,23,0
10,13,24,0
10,13,25,0
10,13,26,0
10,13,27,0
10,13,28,0
10,13,29,0
10,13,30,0
10,14,14,0
10,14,15,0
10,14,16,0
10,14,17,0
10,14,18,0
10,14,19,0
10,14,20,0
10,14,21,0
10,14,22,0
10,14,23,0
10,14,24,0
10,14,25,0
10,14,26,0
10,14,27,0
10,14,28,0
10,14,29,0
10,14,30,0
10,15,15,0
10,15,16,0
10,15,17,0
10,15,18,0
10,15,19,0
10,15,20,0
10,15,21,0
10,15,22,0
10,15,23,0
10,15,24,0
10,15,25,0
10,15,26,0
10,15,27,0
10,15,28,0
10,15,29,0
10,15,30,0
10,16,16,0
10,16,17,0
10,16,18,0
10,16,19,0
10,16,20,0
10,16,21,0
10,16,22,0
10,16,23,0
10,16,24,0
10,16,25,0
10,16,26,0
10,16,27,0
10,16,28,0
10,16,29,0
10,16,30,0
10,17,17,0
10,17,18,0
10,17,19,0
10,17,20,0
10,17,21,0
10,17,22,0
10,17,23,0
10,17,24,0
10,17,25,0
10,17,26,0
10,17,27,0
10,17,28,0
10,17,29,0
10,17,30,0
10,18,18,0
10,18,19,0
10,18,20,0
10,18,21,0
10,18,22,0
10,18,23,0
10,18,24,0
10,18,25,0
10,18,26,0
10,18,27,0
10,18,28,0
10,18,29,0
10,18,30,0
10,19,19,0
10,19,20,0
10,19,21,0
10,19,22,0
10,19,23,0
10,19,24,0
10,19,25,0
10,19,26,0
10,19,27,0
10,19,28,0
10,19,29,0
10,19,30,0
10,20,20,0
10,20,21,0
10,20,22,0
10,20,23,0
10,20,24,0
10,20,25,0
10,20,26,0
10,20,27,0
10,20,28,0
10,20,29,0
10,20,30,0
11,-20,-15,8.87534771541986e-14
11,-20,-14,5.21027816184345e-13
11,-20,-13,3.05708054336187e-12
11,-20,-12,1.78590507200635e-11
11,-20,-11,1.03580180588131e-10
11,-20,-10,5.95323295615186e-10
11,-20,-9,3.38620330912104e-09
11,-20,-8,1.90421513416001e-08
11,-20,-7,1.05778962655383e-07
11,-20,-6,5.80030747355395e-07
11,-20,-5,3.13823320300231e-06
11,-20,-4,1.67653640736953e-05
11,-20,-3,8.8424787776456e-05
11,-20,-2,0.000458139533540937
11,-20,-1,0.00232595505919054
11,-20,0,0.0114586207942538
11,-20,1,0.0521216945995074
11,-20,2,0.182219792431432
11,-20,3,0.363056953078938
11,-20,4,0.395926238945406
11,-20,5,0.42193946320915
11,-20,6,0.459066580006804
11,-20,7,0.4545301305358
11,-20,8,0.45731109344089
11,-20,9,0.479992763290936
11,-20,10,0.473606207857762
11,-20,11,0.476380993230879
11,-20,12,0.443654839356962
11,-20,13,0.462019007779873
11,-20,14,0.467719399169506
11,-20,15,0.493348990666041
11,-20,16,0.499363498827917
11,-20,17,0.496240776949888
11,-20,18,0.475903765782498
11,-20,19,0.410223580368129
11,-20,20,0.326441296767435
11,-20,21,0.22118448786292
11,-20,22,0.217863195067692
11,-20,23,0
11,-20,24,0
11,-20,25,0
11,-20,26,0
11,-20,27,0
11,-20,28,0
11,-20,29,0
11,-20,30,0
11,-19,-15,1.0298203465705e-13
11,-19,-14,5.87799491004636e-13
11,-19,-13,3.3914100164026e-12
11,-19,-12,1.95811780230426e-11
11,-19,-11,1.12562883847965e-10
11,-19,-10,6.42353861934236e-10
11,-19,-9,3.63202856054323e-09
11,-19,-8,2.03202553434912e-08
11,-19,-7,1.12373366020399e-07
11,-19,-6,6.13900468888315e-07
11,-19,-5,3.31458149944605e-06
11,-19,-4,1.77119371232169e-05
11,-19,-3,9.28022140179521e-05
11,-19,-2,0.000478546096209891
11,-19,-1,0.00242236066438858
11,-19,0,0.0118997822434366
11,-19,1,0.0539447803395713
11,-19,2,0.187698541001049
11,-19,3,0.372692123685135
11,-19,4,0.404250608859811
11,-19,5,0.439384280933274
11,-19,6,0.447780057281032
11,-19,7,0.472519277979895
11,-19,8,0.455546737106229
11,-19,9,0.491938349767522
11,-19,10,0.482069028565515
11,-19,11,0.485129939197659
11,-19,12,0.451236163389077
11,-19,13,0.479804026998481
11,-19,14,0.489251830953857
11,-19,15,0.506522103277218
11,-19,16,0.508817402394226
11,-19,17,0.512307940006428
11,-19,18,0.46691800863148
11,-19,19,0.407860037023898
11,-19,20,0.367632405488182
11,-19,21,0.234765601802414
11,-19,22,0.227802211979214
11,-19,23,0
11,-19,24,0
11,-19,25,0
11,-19,26,0
11,-19,27,0
11,-19,28,0
11,-19,29,0
11,-19,30,0
11,-18,-15,1.25336988394405e-13
11,-18,-14,6.80219522229824e-13
11,-18,-13,3.81976909452216e-12
11,-18,-12,2.1685179923006e-11
11,-18,-11,1.23194126660041e-10
11,-18,-10,6.9675159115525e-10
11,-18,-9,3.91137837962341e-09
11,-18,-8,2.17527772546346e-08
11,-18,-7,1.19721422399595e-07
11,-18,-6,6.54110833526863e-07
11,-18,-5,3.51790045961821e-06
11,-18,-4,1.86366335955942e-05
11,-18,-3,9.72930507934409e-05
11,-18,-2,0.000500115313375745
11,-18,-1,0.0025239733534029
11,-18,0,0.0123618162038752
11,-18,1,0.055840672894073
11,-18,2,0.193356739467922
11,-18,3,0.382652441812325
11,-18,4,0.420485095407456
11,-18,5,0.435117560257148
11,-18,6,0.474543511044353
11,-18,7,0.474726925494527
11,-18,8,0.471355604583192
11,-18,9,0.5038810702641
11,-18,10,0.499713522748063
11,-18,11,0.501728932347501
11,-18,12,0.500080936676444
11,-18,13,0.508424542290471
11,-18,14,0.507315829927787
11,-18,15,0.518201116142408
11,-18,16,0.517806251203363
11,-18,17,0.494087711565567
11,-18,18,0.439985731603756
11,-18,19,0.404130244322572
11,-18,20,0.317934317038606
11,-18,21,0.259583536861468
11,-18,22,0.250211762951535
11,-18,23,0
11,-18,24,0
11,-18,25,0
11,-18,26,0
11,-18,27,0
11,-18,28,0
11,-18,29,0
11,-18,30,0
11,-17,-15,1.69729373471099e-13
11,-17,-14,8.26811446114426e-13
11,-17,-13,4.413149905283e-12
11,-17,-12,2.4379119929982e-11
11,-17,-11,1.36162198438945e-10
11,-17,-10,7.6098464965532e-10
11,-17,-9,4.23387208102275e-09
11,-17,-8,2.3429460278918e-08
11,-17,-7,1.28482327941419e-07
11,-17,-6,6.96233264093005e-07
11,-17,-5,3.72199997976766e-06
11,-17,-4,1.96311778083654e-05
11,-17,-3,0.000102101181422205
11,-17,-2,0.000523029355909038
11,-17,-1,0.00263112861220087
11,-17,0,0.0128455748918668
11,-17,1,0.0578104578568343
11,-17,2,0.199193547456544
11,-17,3,0.392990168133203
11,-17,4,0.428931033611082
11,-17,5,0.457616608540947
11,-17,6,0.458041290144497
11,-17,7,0.49105550562579
11,-17,8,0.486749282845611
11,-17,9,0.510630127411054
11,-17,10,0.51315436240192
11,-17,11,0.491737992399477
11,-17,12,0.496320282014217
11,-17,13,0.497884039532208
11,-17,14,0.522697750166573
11,-17,15,0.528855839758879
11,-17,16,0.526558015690077
11,-17,17,0.497853827485037
11,-17,18,0.451422880697874
11,-17,19,0.369577028588957
11,-17,20,0.320777359680247
11,-17,21,0.293013787788246
11,-17,22,0.244762110428914
11,-17,23,0.0333571355029195
11,-17,24,0
11,-17,25,0
11,-17,26,0
11,-17,27,0
11,-17,28,0
11,-17,29,0
11,-17,30,0
11,-16,-15,2.89320407509352e-13
11,-16,-14,1.11839471999525e-12
11,-16,-13,5.35616171587772e-12
11,-16,-12,2.81135458526932e-11
11,-16,-11,1.52761491764643e-10
11,-16,-10,8.39333962337519e-10
11,-16,-9,4.62462958514333e-09
11,-16,-8,2.53652329334426e-08
11,-16,-7,1.37960874167527e-07
11,-16,-6,7.42078760376681e-07
11,-16,-5,3.94484328401503e-06
11,-16,-4,2.07097624248786e-05
11,-16,-3,0.000107264955198626
11,-16,-2,0.000547416783667027
11,-16,-1,0.00274422670437032
11,-16,0,0.0133520843446801
11,-16,1,0.0598554848178301
11,-16,2,0.205208339313566
11,-16,3,0.404122880537296
11,-16,4,0.440449893115886
11,-16,5,0.459410296508504
11,-16,6,0.483374186148965
11,-16,7,0.498731702588044
11,-16,8,0.501796215144311
11,-16,9,0.524155969522474
11,-16,10,0.500096760976129
11,-16,11,0.51876100108533
11,-16,12,0.511840311013725
11,-16,13,0.519312783432673
11,-16,14,0.536108721273007
11,-16,15,0.538852289895198
11,-16,16,0.518711852662383
11,-16,17,0.48719979572747
11,-16,18,0.45164045202851
11,-16,19,0.410058282148563
11,-16,20,0.364573799416609
11,-16,21,0.375397837443563
11,-16,22,0.283258277279402
11,-16,23,0.0667144853871629
11,-16,24,0
11,-16,25,0
11,-16,26,0
11,-16,27,0
11,-16,28,0
11,-16,29,0
11,-16,30,0
11,-15,-15,7.1944033347716e-13
11,-15,-14,1.90246456396144e-12
11,-15,-13,7.23572550574363e-12
11,-15,-12,3.4066568654155e-11
11,-15,-11,1.7598317536753e-10
11,-15,-10,9.41678134999987e-10
11,-15,-9,5.09865026047485e-09
11,-15,-8,2.76294797951431e-08
11,-15,-7,1.48656486940357e-07
11,-15,-6,7.93326367313548e-07
11,-15,-5,4.19115409040873e-06
11,-15,-4,2.18865531710213e-05
11,-15,-3,0.00011283334718274
11,-15,-2,0.000573441878504124
11,-15,-1,0.00286377578105942
11,-15,0,0.0138826610219236
11,-15,1,0.0619776984644619
11,-15,2,0.211401355821658
11,-15,3,0.415184036689468
11,-15,4,0.459979060211596
11,-15,5,0.471815660836163
11,-15,6,0.478939638328483
11,-15,7,0.514099113073496
11,-15,8,0.516565042294001
11,-15,9,0.528867096292605
11,-15,10,0.528983840713703
11,-15,11,0.512207227507724
11,-15,12,0.542845227444373
11,-15,13,0.537348993096651
11,-15,14,0.548135469415567
11,-15,15,0.548488916858082
11,-15,16,0.502315810404885
11,-15,17,0.491159531448063
11,-15,18,0.436888064814089
11,-15,19,0.400848115724846
11,-15,20,0.390185969290226
11,-15,21,0.385647021493298
11,-15,22,0.308744667696888
11,-15,23,0.125548446202347
11,-15,24,0
11,-15,25,0
11,-15,26,0
11,-15,27,0
11,-15,28,0
11,-15,29,0
11,-15,30,0
11,-14,-14,4.69476255000639e-12
11,-14,-13,1.22809505742021e-11
11,-14,-12,4.59949536567308e-11
11,-14,-11,2.13381654560458e-10
11,-14,-10,1.08439835234234e-09
11,-14,-9,5.70341993105216e-09
11,-14,-8,3.03090025938481e-08
11,-14,-7,1.61083899366876e-07
11,-14,-6,8.51740711708235e-07
11,-14,-5,4.46653994076336e-06
11,-14,-4,2.31807833394937e-05
11,-14,-3,0.000118872347412425
11,-14,-2,0.000601323034978381
11,-14,-1,0.00299045027181028
11,-14,0,0.0144390946579126
11,-14,1,0.0641801568314092
11,-14,2,0.217774686377277
11,-14,3,0.426536365918396
11,-14,4,0.465461113366714
11,-14,5,0.483420036051713
11,-14,6,0.483527812513802
11,-14,7,0.521519995596083
11,-14,8,0.531354713718056
11,-14,9,0.547371698189912
11,-14,10,0.53484854202001
11,-14,11,0.53952788425682
11,-14,12,0.53129604980206
11,-14,13,0.552851495262516
11,-14,14,0.559248107001495
11,-14,15,0.556078816937813
11,-14,16,0.500997858056822
11,-14,17,0.470802403628995
11,-14,18,0.45080316132306
11,-14,19,0.39703954173978
11,-14,20,0.430204071347727
11,-14,21,0.426505430116904
11,-14,22,0.348946010581912
11,-14,23,0.191972976599317
11,-14,24,0
11,-14,25,0
11,-14,26,0
11,-14,27,0
11,-14,28,0
11,-14,29,0
11,-14,30,0
11,-13,-13,3.00525872982077e-11
11,-13,-12,7.78111771938911e-11
11,-13,-11,2.87412615612698e-10
11,-13,-10,1.30871100259537e-09
11,-13,-9,6.52891374735716e-09
11,-13,-8,3.37240175921432e-08
11,-13,-7,1.76112559009367e-07
11,-13,-6,9.19873306925241e-07
11,-13,-5,4.77928900459706e-06
11,-13,-4,2.46202424090758e-05
11,-13,-3,0.000125474764410764
11,-13,-2,0.000631362724615373
11,-13,-1,0.00312518405977855
11,-13,0,0.0150239356295769
11,-13,1,0.0664678322593518
11,-13,2,0.224333723573687
11,-13,3,0.43824449391301
11,-13,4,0.460634948002376
11,-13,5,0.513122851539375
11,-13,6,0.48983901984147
11,-13,7,0.545762434710786
11,-13,8,0.545869639650768
11,-13,9,0.530301500498628
11,-13,10,0.556278650966585
11,-13,11,0.570362906253492
11,-13,12,0.569853785534595
11,-13,13,0.566508776803808
11,-13,14,0.569389243815512
11,-13,15,0.521151205533314
11,-13,16,0.510530648678369
11,-13,17,0.484691805224553
11,-13,18,0.458976027711027
11,-13,19,0.445769598796694
11,-13,20,0.442937597932706
11,-13,21,0.455920707926889
11,-13,22,0.395033204035072
11,-13,23,0.263649485116688
11,-13,24,0
11,-13,25,0
11,-13,26,0
11,-13,27,0
11,-13,28,0
11,-13,29,0
11,-13,30,0
11,-12,-12,1.88561228777853e-10
11,-12,-11,4.83339393880311e-10
11,-12,-10,1.75506164767363e-09
11,-12,-9,7.84833720444416e-09
11,-12,-8,3.84674508787092e-08
11,-12,-7,1.95266526459779e-07
11,-12,-6,1.00207920612533e-06
11,-12,-5,5.14274375876354e-06
11,-12,-4,2.62473835823234e-05
11,-12,-3,0.00013277743906699
11,-12,-2,0.0006639979710625
11,-12,-1,0.00326932234375379
11,-12,0,0.0156409509590441
11,-12,1,0.0688488470087539
11,-12,2,0.231089305157752
11,-12,3,0.450315894931231
11,-12,4,0.470353466645714
11,-12,5,0.509465153264792
11,-12,6,0.512825294013349
11,-12,7,0.556064662580965
11,-12,8,0.554616855526495
11,-12,9,0.530054199858735
11,-12,10,0.558410251099243
11,-12,11,0.587297469988109
11,-12,12,0.58896216339995
11,-12,13,0.575275961148217
11,-12,14,0.554246196601358
11,-12,15,0.529502669172739
11,-12,16,0.523040223093989
11,-12,17,0.461374985673856
11,-12,18,0.47919652004099
11,-12,19,0.476327373088616
11,-12,20,0.475538094670578
11,-12,21,0.475514782340735
11,-12,22,0.465000053024176
11,-12,23,0.301603823276601
11,-12,24,0
11,-12,25,0
11,-12,26,0
11,-12,27,0
11,-12,28,0
11,-12,29,0
11,-12,30,0
11,-11,-11,1.15964204534476e-09
11,-11,-10,2.93720037916024e-09
11,-11,-9,1.04904676393643e-08
11,-11,-8,4.60858194595732e-08
11,-11,-7,2.21917153431496e-07
11,-11,-6,1.10679268359462e-06
11,-11,-5,5.58029148367416e-06
11,-11,-4,2.81315202793534e-05
11,-11,-3,0.000140993260122726
11,-11,-2,0.000699889090230137
11,-11,-1,0.00342487691329861
11,-11,0,0.0162958637142203
11,-11,1,0.0713363972562527
11,-11,2,0.238060935154024
11,-11,3,0.46291782533622
11,-11,4,0.483428311438416
11,-11,5,0.537765239016516
11,-11,6,0.538417150644953
11,-11,7,0.566187563322895
11,-11,8,0.562718002728536
11,-11,9,0.57307929079261
11,-11,10,0.584891728127453
11,-11,11,0.589579665065301
11,-11,12,0.604193811347501
11,-11,13,0.599081044914329
11,-11,14,0.570754242625166
11,-11,15,0.545757185921194
11,-11,16,0.504587628712965
11,-11,17,0.486883993091241
11,-11,18,0.514252820392035
11,-11,19,0.493963410690972
11,-11,20,0.497183515456995
11,-11,21,0.488441594997884
11,-11,22,0.444922684990517
11,-11,23,0.30463547439239
11,-11,24,0
11,-11,25,0
11,-11,26,0
11,-11,27,0
11,-11,28,0
11,-11,29,0
11,-11,30,0
11,-10,-10,6.98216757199736e-09
11,-10,-9,1.74739292396618e-08
11,-10,-8,6.13847064381818e-08
11,-10,-7,2.64877111140726e-07
11,-10,-6,1.25278939704914e-06
11,-10,-5,6.1376411840476e-06
11,-10,-4,3.039563126297e-05
11,-10,-3,0.000150475309993382
11,-10,-2,0.000740084601505229
11,-10,-1,0.00359497394484345
11,-10,0,0.0169976083924614
11,-10,1,0.0739518680511262
11,-10,2,0.24528668595382
11,-10,3,0.475809685307726
11,-10,4,0.497194089108656
11,-10,5,0.555897994677466
11,-10,6,0.56513081977686
11,-10,7,0.561245608912582
11,-10,8,0.583974318132866
11,-10,9,0.565500970538974
11,-10,10,0.594979753969074
11,-10,11,0.60478609984408
11,-10,12,0.61160998813828
11,-10,13,0.593865314112574
11,-10,14,0.581055030933983
11,-10,15,0.528996320316523
11,-10,16,0.522879071854213
11,-10,17,0.53784312251151
11,-10,18,0.510849798709789
11,-10,19,0.517828355216789
11,-10,20,0.511287298798415
11,-10,21,0.501272058486312
11,-10,22,0.399851625267251
11,-10,23,0.308696360027077
11,-10,24,0
11,-10,25,0
11,-10,26,0
11,-10,27,0
11,-10,28,0
11,-10,29,0
11,-10,30,0
11,-9,-9,4.11437667324544e-08
11,-9,-8,1.01727169322548e-07
11,-9,-7,3.51435987547196e-07
11,-9,-6,1.48923103404748e-06
11,-9,-5,6.91710710829167e-06
11,-9,-4,3.32821759367967e-05
11,-9,-3,0.000161857616067995
11,-9,-2,0.000786352327624883
11,-9,-1,0.00378470281188142
11,-9,0,0.0177615294747292
11,-9,1,0.0767332138349197
11,-9,2,0.252926053134731
11,-9,3,0.489036074198356
11,-9,4,0.516210134087998
11,-9,5,0.560674720114357
11,-9,6,0.588391269554799
11,-9,7,0.596197225714687
11,-9,8,0.587512244640086
11,-9,9,0.60525919400081
11,-9,10,0.61124700773187
11,-9,11,0.624347206482873
11,-9,12,0.624032280651435
11,-9,13,0.593147159251808
11,-9,14,0.564601584275546
11,-9,15,0.534665077715175
11,-9,16,0.552057245187117
11,-9,17,0.549264050363545
11,-9,18,0.537101612641752
11,-9,19,0.533212025868734
11,-9,20,0.520932463736374
11,-9,21,0.455870821835084
11,-9,22,0.394233185856793
11,-9,23,0.329970534387372
11,-9,24,0.033298922944517
11,-9,25,0
11,-9,26,0
11,-9,27,0
11,-9,28,0
11,-9,29,0
11,-9,30,0
11,-8,-8,2.3707855163868e-07
11,-8,-7,5.79116760694504e-07
11,-8,-6,1.96743923855446e-06
11,-8,-5,8.18659144687761e-06
11,-8,-4,3.73368392277489e-05
11,-8,-3,0.000176402178576456
11,-8,-2,0.000841916876662433
11,-8,-1,0.0040032033998154
11,-8,0,0.0186217057129748
11,-8,1,0.0797794024572506
11,-8,2,0.26133742329704
11,-8,3,0.501592671317021
11,-8,4,0.532748512821521
11,-8,5,0.557194942715517
11,-8,6,0.598428947341792
11,-8,7,0.608418037130689
11,-8,8,0.576998372013152
11,-8,9,0.632088943925041
11,-8,10,0.611608423231943
11,-8,11,0.636826617734474
11,-8,12,0.583074811935881
11,-8,13,0.61013287601216
11,-8,14,0.579913362537882
11,-8,15,0.588034322975056
11,-8,16,0.57184195095181
11,-8,17,0.554728860126411
11,-8,18,0.553869095418351
11,-8,19,0.543553159816815
11,-8,20,0.484133909328718
11,-8,21,0.435226968916741
11,-8,22,0.391637785508651
11,-8,23,0.387644170962992
11,-8,24,0.06683180934999
11,-8,25,0
11,-8,26,0
11,-8,27,0
11,-8,28,0
11,-8,29,0
11,-8,30,0
11,-7,-7,1.33588130495668e-06
11,-7,-6,3.22353433859084e-06
11,-7,-5,1.07684046508911e-05
11,-7,-4,4.39955588621715e-05
11,-7,-3,0.000197030150128871
11,-7,-2,0.000913391877131025
11,-7,-1,0.00426898743212636
11,-7,0,0.0196331966543457
11,-7,1,0.083257492232606
11,-7,2,0.27006027338023
11,-7,3,0.513936288667412
11,-7,4,0.552265854278989
11,-7,5,0.55403405819785
11,-7,6,0.619033000770683
11,-7,7,0.593720531378532
11,-7,8,0.605907921038369
11,-7,9,0.64652236377485
11,-7,10,0.639037971759494
11,-7,11,0.606174346541132
11,-7,12,0.601447354198923
11,-7,13,0.59087478238755
11,-7,14,0.609731488612985
11,-7,15,0.609575116280923
11,-7,16,0.598748052388517
11,-7,17,0.572997158204576
11,-7,18,0.564972714079582
11,-7,19,0.513197081683712
11,-7,20,0.47991721610032
11,-7,21,0.439305210275252
11,-7,22,0.381684725560336
11,-7,23,0.4083241860813
11,-7,24,0.133761609513103
11,-7,25,0
11,-7,26,0
11,-7,27,0
11,-7,28,0
11,-7,29,0
11,-7,30,0
11,-6,-6,7.35413749638411e-06
11,-6,-5,1.75335446763984e-05
11,-6,-4,5.7614289980511e-05
11,-6,-3,0.000231258918232367
11,-6,-2,0.00101587724901249
11,-6,-1,0.00461583546602113
11,-6,0,0.0208596408501592
11,-6,1,0.0872837336567591
11,-6,2,0.279814894144967
11,-6,3,0.524026574884703
11,-6,4,0.569238152800135
11,-6,5,0.562546146140443
11,-6,6,0.623331862890272
11,-6,7,0.617041832033209
11,-6,8,0.646358005610445
11,-6,9,0.664738160048612
11,-6,10,0.624218915857263
11,-6,11,0.612655663053922
11,-6,12,0.605185451985192
11,-6,13,0.634964134121062
11,-6,14,0.63885532718957
11,-6,15,0.611347858918675
11,-6,16,0.62029451704631
11,-6,17,0.585212567770712
11,-6,18,0.552644749414355
11,-6,19,0.4909820805841
11,-6,20,0.456596360962374
11,-6,21,0.407118992901608
11,-6,22,0.355202467544731
11,-6,23,0.303889165233398
11,-6,24,0.167630191235535
11,-6,25,0
11,-6,26,0
11,-6,27,0
11,-6,28,0
11,-6,29,0
11,-6,30,0
11,-5,-5,3.9556596170302e-05
11,-5,-4,9.3223472031994e-05
11,-5,-3,0.00030152835487332
11,-5,-2,0.00118724025708633
11,-5,-1,0.00511298254835059
11,-5,0,0.0224262050150579
11,-5,1,0.0920290476306154
11,-5,2,0.290983898624208
11,-5,3,0.537451184976801
11,-5,4,0.586812027778053
11,-5,5,0.583053675325699
11,-5,6,0.659049462023467
11,-5,7,0.623370698236827
11,-5,8,0.668557844293385
11,-5,9,0.678272730355851
11,-5,10,0.64080832646123
11,-5,11,0.647514245813343
11,-5,12,0.651019912515976
11,-5,13,0.666959821674174
11,-5,14,0.636665448913006
11,-5,15,0.607579985338588
11,-5,16,0.590470651107221
11,-5,17,0.580600368907459
11,-5,18,0.556711263204049
11,-5,19,0.515495603598212
11,-5,20,0.471570554924194
11,-5,21,0.383023050264737
11,-5,22,0.34643977804106
11,-5,23,0.354192832051544
11,-5,24,0.176041595588196
11,-5,25,0
11,-5,26,0
11,-5,27,0
11,-5,28,0
11,-5,29,0
11,-5,30,0
11,-4,-4,0.000207881383258299
11,-4,-3,0.000484439398631062
11,-4,-2,0.00154002035594039
11,-4,-1,0.00594271496521297
11,-4,0,0.0246621597624895
11,-4,1,0.0980472603752314
11,-4,2,0.303328270954982
11,-4,3,0.551076411247613
11,-4,4,0.596310096416205
11,-4,5,0.615909379228531
11,-4,6,0.653576638713769
11,-4,7,0.639027994351734
11,-4,8,0.680913170578837
11,-4,9,0.671872527853695
11,-4,10,0.653077520229853
11,-4,11,0.657002161115632
11,-4,12,0.692216726977551
11,-4,13,0.687632090164743
11,-4,14,0.586482468040848
11,-4,15,0.610134668661463
11,-4,16,0.572884581974565
11,-4,17,0.591810994417893
11,-4,18,0.570995527476395
11,-4,19,0.481364688708911
11,-4,20,0.434137606373909
11,-4,21,0.418872128488897
11,-4,22,0.407269838720433
11,-4,23,0.387676034396809
11,-4,24,0.177241176562673
11,-4,25,0
11,-4,26,0
11,-4,27,0
11,-4,28,0
11,-4,29,0
11,-4,30,0
11,-3,-3,0.00106709006091726
11,-3,-2,0.00245690727311964
11,-3,-1,0.00765498472417053
11,-3,0,0.0284269078431493
11,-3,1,0.106636180002211
11,-3,2,0.318686274411594
11,-3,3,0.561185070154278
11,-3,4,0.598226030591997
11,-3,5,0.637021441456506
11,-3,6,0.635636864991002
11,-3,7,0.67571995896726
11,-3,8,0.676000594817976
11,-3,9,0.633580652891926
11,-3,10,0.650898404926025
11,-3,11,0.706557477078251
11,-3,12,0.687627219750444
11,-3,13,0.675796623395778
11,-3,14,0.60972403586713
11,-3,15,0.59910076128163
11,-3,16,0.572580598459858
11,-3,17,0.574711303142536
11,-3,18,0.52685493303278
11,-3,19,0.509163201288522
11,-3,20,0.494924515167893
11,-3,21,0.474021198325861
11,-3,22,0.436818354744748
11,-3,23,0.437279996086204
11,-3,24,0.228409155167047
11,-3,25,0
